1;0;0;That's why carbon is a tramp;answer;QnQe0xW_JY4;40;min;;;to be removed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;Organic compounds are a class of compounds that contain ....;carbon;;;;;;added;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;0;... compounds are a class of compounds that contain carbon.;Organic;;;;;;changed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;0;Carbon has ... protons and 6 neutrons.;6;;;;;;karteczka zawiera obrazek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;0;Carbon has 6 protons and ... neutrons.;6;;;;;;karteczka tylko do rozszerzonego poziomu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;0;The total atomic weight of carbon is ....;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;1;... can form itself into rings, sheets, spirals, double and even triple bonds.;Carbon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;0;Carbon needs ... electrons to fill its last electron shell.;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;0;... is the core atom of complicated structures that make living things.;Carbon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;0;Carbon is the foundation of ....;life;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;0;Carbon forms ... bonds.;covalent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;11;0;Covalent bonds are when atoms are actually sharing ... with each other.;electrons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;12;0;... bonds are when atoms are actually sharing electrons with each other;covalent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;13;0;Hydrogen has only ... electron.;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;14;1;Hydrogen needs only ... electron to fill its s orbital.;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15;0;Lewis dot structures show how atoms ... with  each other.;bond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;17;1;Gilbert ... was one of the most influential chemists of all time.;Lewis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;18;0;Glibert Lewis created the concept of the ... bond.;covalent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;19;0;The octet rule says that atoms are happiest when they have ... electrons in their outer shell.;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;20;0;The ... rule says that atoms are happiest when they have 8 electrons in their outer shell.;octet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;21;0;The octet rule says that atoms are happiest when they have 8 electrons in their ... shell.;outer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;22;0;An ... acid is a chemical compound made of nitrogen, carbon and hydrogen.;amino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;23;0;An amino acid is a chemical compound made of ..., carbon and hydrogen.;nitrogen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;24;0;An amino acid is a chemical compound made of nitrogen, ... and hydrogen.;carbon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;25;0;An ... acid consists of an amino group bonded to a carboxylic acid group.;amino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;26;0;An amino acid consists of an ... group bonded to a carboxylic acid group.;amino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;27;0;An amino acid is an amino group bonded to a ... acid group.;carboxylic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;28;0;A non-polar covalent bond is when electrons are shared ... between atoms.;equally;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;29;0;A ...-.... covalent bond is when electrons are shared equally between atoms.;non-polar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;30;0;A ... covalent bond is when the shared electrons in a covalent bond are closer to one of the atoms.;polar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;31;0;A polar covalent bond is when the shared electrons in a covalent bond are ... to one of the atoms.;closer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;32;0;A ... covalent bond has a positive and negative pole.;polar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;33;0;In ... bonds electrons are not shared.;ionic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;34;0;In ionic bonds electrons are ... shared.;not;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;35;0;In ionic bonds atoms ... or accept electrons.;donate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;36;0;In ... bonds atoms donate or accept electrons.;inonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;37;0;In ionic bonds atoms donate or ... electrons.;accept;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;38;0;Atoms that have a charge are called ....;ions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;39;0;Ions are ... which have a charge.;atoms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;40;0;A ... bond is the attraction between two polar groups when hydrogen is bound to a highly electronegative atom.;hydrogen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
